T,2,0.030551111,121,1989,107995,com.android.chrome
T,8,6.151203056,121,16928911,5215420,com.android.chrome
T,8,6.151203056,121,16928911,5215420,com.android.chrome
T,1,1.065473889,121,3777966,57740,com.android.mms
T,8,0.040814444,121,146932,0,com.android.mms
T,3,0.270954722,121,0,975437,com.android.phone
T,1,0.010256389,121,13826,23097,com.android.settings
T,2,0.001665556,121,0,5996,com.android.settings
T,3,0.008332778,121,0,29998,com.baidu.baidulife
T,8,0.042220278,121,151993,0,com.baidu.tieba
T,3,0.002223889,121,0,8006,com.cleanmaster.mguard_cn
T,5,0.000554167,121,0,1995,com.dianxinos.optimizer.duplay
T,2,0.003335556,121,12008,0,com.eg.android.AlipayGphone
T,3,0.001664722,121,5993,0,com.eg.android.AlipayGphone
T,1,0.083888611,121,301999,0,com.fumei.wsbl.activity
T,1,0.134443333,121,483996,0,com.fumei.yhcq.activity
T,2,0.008332778,121,0,29998,com.google.android.gallery3d
T,2,14.21870861,121,37214246,13973105,com.google.android.googlequicksearchbox
T,5,4.98891,121,17951684,8392,com.google.android.googlequicksearchbox
T,8,0.008331944,121,29995,0,com.google.android.googlequicksearchbox
T,2,0.002765,121,9954,0,com.hellotext.hello
T,2,0.001109722,121,1996,1999,com.hellotext.hello
T,2,0.1522175,121,49998,497985,com.hupu.games
T,1,0.003888333,121,13998,0,com.ifeng.news2
T,5,0.420746111,121,1514686,0,com.ijinshan.kbatterydoctor
T,3,0.000554444,121,0,1996,com.immomo.momo
T,3,0.021071111,121,0,75856,com.msports.tyf
T,2,0.019997778,121,39995,31997,com.myzaker.ZAKER_Phone
T,1,1.289424722,121,4641929,0,com.netease.newsreader.activity
T,3,0.436660833,121,1521986,49993,com.netease.newsreader.activity
T,3,0.240065278,121,768368,95867,com.new.swnosign
T,8,0.001093889,121,3143,795,com.qihoo360.mobilesafe
T,3,0.0138925,121,50013,0,com.qyer.android.jinnang
T,3,0.001100556,121,0,3962,com.samsung.android.app.galaxyfinder
T,3,0.055552222,121,27999,171989,com.sankuai.meituan
T,2,0.427429167,121,377348,1161397,com.sina.weibo
T,5,0.074996111,121,269986,0,com.sina.weibo
T,8,2.169723611,121,3742677,4068328,com.sina.weibo
T,3,0.027776389,121,0,99995,com.ss.android.article.news
T,3,0.031664444,121,0,113992,com.ss.android.article.news
T,3,0.012180556,121,0,43850,com.sskj.flashlight
T,2,1.151827778,121,3747310,399270,com.supercell.clashofclans
T,2,0.066110556,121,237998,0,com.taobao.taobao
T,1,5.263878611,121,18925597,24366,com.tencent.mm
T,2,0.991064167,121,399065,3168766,com.tencent.mm
T,3,1.829200833,121,362456,6222667,com.tencent.mm
T,5,4.649268611,121,16727384,9983,com.tencent.mm
T,8,0.617582778,121,1220737,1002561,com.tencent.mm
T,5,0.028887222,121,99996,3998,com.tencent.mobileqq
T,3,1.80115,121,4731946,1752194,com.tencent.news
T,5,1.506371111,121,3931,5419005,com.UCMobile
T,1,0.012785833,121,46029,0,com.wandoujia.phoenix2
T,3,0.007221389,121,25997,0,com.wandoujia.phoenix2
T,5,0.002777222,121,9998,0,com.wandoujia.phoenix2
T,2,0.139999444,121,503998,0,com.wandoujia.phoenix2.usbproxy
T,5,0.089460556,121,322058,0,com.wuba
T,3,0.011111667,121,0,40002,com.wumii.android.mimi
T,3,0.325806389,121,0,1172903,sstream.app
F,5,0.000555,122,1998,0,android
F,9,0.001111111,122,0,4000,android
F,0,0.663974722,122,2390309,0,cn.cntv
F,0,0.60849,122,2190564,0,cn.cntv
F,2,0.229439167,122,825981,0,com.android.chrome
F,0,0.296664722,122,14001,1053992,com.android.mms
F,0,0.119345833,122,429645,0,com.android.settings
F,2,0.022777222,122,0,81998,com.android.settings
F,0,0.030551944,122,109987,0,com.baidu.searchbox_samsung
F,8,0.133754444,122,481516,0,com.baidu.tieba
F,9,1.026176667,122,3406229,288007,com.digiplex.game
F,0,0.021109722,122,75995,0,com.douguo.abiteofchina2
F,0,0.011592222,122,41732,0,com.eg.android.AlipayGphone
F,2,0.011109722,122,0,39995,com.eg.android.AlipayGphone
F,2,0.000552778,122,0,1990,com.endomondo.android.pro
F,2,5.962786944,122,17981858,3484175,com.google.android.googlequicksearchbox
F,5,4.687109167,122,6770647,10102946,com.google.android.googlequicksearchbox
F,2,0.002221667,122,3998,4000,com.hellotext.hello
F,0,0.008332778,122,0,29998,com.intsig.BizCardReader
F,0,0.025779167,122,92805,0,com.jingdong.app.mall
F,0,0.370846944,122,1335049,0,com.jingdong.app.mall
F,0,0.397256389,122,1430123,0,com.moji.mjweather
F,0,0.001107778,122,3988,0,com.moji.mjweather
F,0,0.009955833,122,5852,29989,com.netease.qiyemail
F,0,0.019432778,122,69958,0,com.netease.qiyemail
F,0,0.077273611,122,5297,272888,com.qihoo360.mobilesafe
F,0,0.001098611,122,3955,0,com.qihoo360.mobilesafe
F,0,0.010885278,122,29198,9989,com.qihoo360.mobilesafe
F,2,0.459187222,122,1597288,55786,com.sina.weibo
F,5,1.602869444,122,48042,5722288,com.sina.weibo
F,8,0.18157,122,580774,72878,com.sina.weibo
F,2,0.442448611,122,1548731,44084,com.supercell.clashofclans
F,2,0.050546111,122,153968,27998,com.taobao.caipiao
F,0,0.071668611,122,258007,0,com.tencent.androidqqmail
F,0,1.493246667,122,5005762,369926,com.tencent.mm
F,0,0.125917778,122,453304,0,com.tencent.mm
F,0,1.359465556,122,4721320,172756,com.tencent.mm
F,2,0.923365278,122,2574139,749976,com.tencent.mm
F,5,1.924255556,122,6667309,260011,com.tencent.mm
F,8,0.1622225,122,355923,228078,com.tencent.mm
F,9,1.235537778,122,4387945,59991,com.tencent.mm
F,9,12.94249528,122,44402341,2190642,com.tencent.mm
F,0,0.337638056,122,1215497,0,com.tencent.mobileqq
F,0,0.002775556,122,9992,0,com.tencent.mobileqq
F,5,0.000555,122,0,1998,com.tencent.mobileqq
F,9,0.001110556,122,3998,0,com.tencent.mtt
F,9,1.212512222,122,1820967,2544077,com.tencent.qqmusic
F,9,0.278943611,122,0,1004197,com.tencent.qqmusic
F,9,0.001665278,122,0,5995,com.tencent.qqpimsecure
F,0,0.4166725,122,1500021,0,com.UCMobile
F,0,1.669860278,122,6010276,1221,com.UCMobile
F,5,1.478770556,122,3233672,2089902,com.UCMobile
F,9,0.291652778,122,5986,1043964,com.vlingo.midas
F,0,0.002774722,122,9989,0,com.wandoujia.phoenix2
F,9,0.004646111,122,16726,0,com.wandoujia.phoenix2
F,0,0.003888333,122,13998,0,com.youdao.note
F,2,0.024430833,122,87951,0,com.zhihu.android
F,9,0.240955,122,853443,13995,jp.naver.line.android
F,9,0.002933333,122,998,9562,jp.naver.line.android
F,9,0.000555,122,0,1998,sstream.app
F,9,0.063331111,122,227992,0,vStudio.Android.Camera360
F,9,0.073975278,122,155991,110320,vStudio.Android.Camera360
S,9,0.001111111,123,4000,0,android
S,2,0.001666667,123,0,6000,com.alibaba.mobileim
